"unigram","bigram","freq"
"cost","is",3
"cost","you",3
"costa","rica",3
"costs","to",3
"costs","you",3
"cotton","candy",3
"couch","to",3
"cough","up",3
"could","almost",3
"could","break",3
"could","care",3
"could","decide",3
"could","drive",3
"could","identify",3
"could","in",3
"could","keep",3
"could","listen",3
"could","literally",3
"could","look",3
"could","lose",3
"could","love",3
"could","now",3
"could","of",3
"could","read",3
"could","return",3
"could","run",3
"could","sing",3
"could","sleep",3
"could","so",3
"could","the",3
"could","they",3
"could","try",3
"could","with",3
"could","work",3
"couldn’t","afford",3
"couldn’t","be",3
"couldn’t","find",3
"couldn’t","get",3
"couldn’t","help",3
"couldn’t","tell",3
"council","on",3
"council","president",3
"council","to",3
"count","for",3
"count","of",3
"count","the",3
"count","to",3
"countdown","is",3
"countdown","to",3
"counter","to",3
"countless","times",3
"countries","in",3
"countries","the",3
"country","”",3
"country","ham",3
"country","he",3
"country","that",3
"country","was",3
"country","who",3
"country","will",3
"countryside","and",3
"counts","of",3
"couple","i",3
"couple","in",3
"couple","who",3
"couples","are",3
"couples","in",3
"couples","who",3
"coupon","inserts",3
"courage","is",3
"course","-",3
"course","have",3
"course","in",3
"course","lol",3
"course","no",3
"court","and",3
"court","but",3
"court","has",3
"court","judge",3
"court","on",3
"court","records",3
"court","to",3
"cousin","s",3
"cover","in",3
"cover","is",3
"cover","it",3
"cover","letter",3
"cover","my",3
"cover","on",3
"cover","stories",3
"cover","to",3
"covered","up",3
"cowboy","hats",3
"crack","me",3
"craft","and",3
"craft","beers",3
"craft","book",3
"craft","show",3
"crafts","and",3
"crap","they",3
"crap","why",3
"crappy","weather",3
"crash","in",3
"crashed","and",3
"craving","a",3
"crawl","and",3
"crazy","busy",3
"crazy","dreams",3
"crazy","for",3
"crazy","night",3
"crazy","on",3
"crazy","right",3
"crazy","we",3
"crazy","you",3
"cream","i",3
"cream","in",3
"creamy","and",3
"create","any",3
"create","new",3
"create","one",3
"create","some",3
"created","man",3
"created","this",3
"creates","the",3
"creating","your",3
"creation","in",3
"creations","that",3
"creative","juices",3
"creative","or",3
"creative","way",3
"creativity","in",3
"creativity","is",3
"creators","of",3
"crew","to",3
"cried","in",3
"cried","out",3
"crime","but",3
"crime","fiction",3
"crimes","against",3
"criminal","charges",3
"crisis","at",3
"critical","mass",3
"critical","of",3
"critics","of",3
"critique","of",3
"cross","between",3
"cross","that",3
"crossed","paths",3
"crossed","that",3
"crowd","at",3
"crowds","and",3
"crucial","role",3
"cruel","and",3
"cruelty","to",3
"cruise","ship",3
"crushing","it",3
"crushing","on",3
"cry","as",3
"cry","out",3
"crying","and",3
"crying","i",3
"crying","my",3
"crystal","and",3
"crystal","palace",3
"cuban","exiles",3
"cuddling","with",3
"cultural","diversity",3
"culture","has",3
"culture","or",3
"culture","shock",3
"culture","was",3
"cup","=",3
"cup","and",3
"cupboard","to",3
"cupcakes","or",3
"cups","and",3
"curiosity","and",3
"curl","up",3
"curly","hair",3
"current","and",3
"current","market",3
"current","one",3
"currently","at",3
"currently","being",3
"currently","the",3
"curry","paste",3
"curve","treatment",3
"customer","area",3
"customers","”",3
"customers","and",3
"customers","for",3
"customers","through",3
"cut","for",3
"cut","hair",3
"cut","some",3
"cut","to",3
"cute","and",3
"cute","as",3
"cute","lol",3
"cute","movie",3
"cute","to",3
"cuts","and",3
"cutting","a",3
"cutting","down",3
"cuyahoga","county",3
"cuz","he",3
"cuz","my",3
"cuz","the",3
"cuz","we",3
"czech","republic",3
"d","also",3
"d","always",3
"d","at",3
"d","call",3
"d","d",3
"d","e",3
"d","ever",3
"d","fish",3
"d","found",3
"d","from",3
"d","go",3
"d","gotten",3
"d","hate",3
"d","hit",3
"d","kill",3
"d","lol",3
"d","only",3
"d","post",3
"d","prefer",3
"d","really",3
"d","roosevelt",3
"d","s",3
"d","see",3
"d","still",3
"d","thank",3
"d","thanks",3
"d","try",3
"d","up",3
"d","want",3
"dad","about",3
"dad","did",3
"dad","had",3
"dad","my",3
"daily","but",3
"daily","dose",3
"daily","for",3
"daily","from",3
"daily","mail",3
"daily","to",3
"dallas","mavericks",3
"damage","but",3
"damage","on",3
"damn","girl",3
"damn","now",3
"damn","shame",3
"dance","and",3
"dance","at",3
"dance","on",3
"dancing","in",3
"dang","it",3
"dangerous","for",3
"dangerous","to",3
"dangers","of",3
"dare","not",3
"dark","secrets",3
"dark","so",3
"darkness","the",3
"dash","of",3
"data","by",3
"data","in",3
"data","is",3
"data","on",3
"data","show",3
"date","but",3
"date","me",3
"date","on",3
"date","or",3
"dates","back",3
"dating","and",3
"dating","but",3
"dating","is",3
"dating","to",3
"datuk","seri",3
"daughter","for",3
"daughter","has",3
"daughter","loves",3
"dave","and",3
"dave","i",3
"david","thoreau",3
"david","was",3
"davy","jones",3
"dawn","of",3
"dawn","to",3
"day","--",3
"day","@",3
"day","4",3
"day","8",3
"day","another",3
"day","cuz",3
"day","don",3
"day","drinking",3
"day","gift",3
"day","give",3
"day","i’m",3
"day","late",3
"day","life",3
"day","lilly",3
"day","man",3
"day","o",3
"day","pass",3
"day","show",3
"day","since",3
"day","than",3
"day","thanks",3
"day","though",3
"day","time",3
"day","trip",3
"day","trying",3
"day","walking",3
"day","who",3
"day","why",3
"day","🙠",3
"daylight","savings",3
"days","from",3
"days","im",3
"days","into",3
"days","still",3
"days","straight",3
"days","where",3
"days","without",3
"dc","this",3
"dead","he",3
"dead","now",3
"dead","of",3
"deal","they",3
"dear","-",3
"dear","internet",3
"dear","lord",3
"dear","mr",3
"dear","people",3
"death","by",3
"death","for",3
"death","or",3
"death","penalty",3
"death","sentence",3
"death","threats",3
"debate","on",3
"debate","over",3
"debit","card",3
"debt","ceiling",3
"debut","in",3
"debut","novel",3
"debut","of",3
"decade","of",3
"decades","and",3
"december","of",3
"december","to",3
"decent","though",3
"decide","which",3
"deciding","where",3
"decision","about",3
"decision","as",3
"decision","but",3
"decision","for",3
"decision","has",3
"decisions","and",3
"decisions","to",3
"decked","out",3
"declaration","of",3
"declared","his",3
"declared","in",3
"deep","as",3
"deep","inside",3
"deep","thought",3
"deep","within",3
"deeper","than",3
"deeply","and",3
"deer","and",3
"def","hit",3
"def","need",3
"def","the",3
"defence","of",3
"defend","it",3
"defend","themselves",3
"defendant","in",3
"defined","as",3
"defined","by",3
"defining","moment",3
"definitely","agree",3
"definitely","been",3
"definitely","do",3
"definitely","make",3
"definitely","something",3
"definitely","will",3
"definitions","and",3
"degree","and",3
"degree","to",3
"degrees","for",3
"degrees","in",3
"degrees","to",3
"del","mar",3
"delay","in",3
"delegate","to",3
"delicious","but",3
"delight","to",3
"delightful","and",3
"delivering","the",3
"delivery","is",3
"delivery","of",3
"delusions","of",3
"demand","that",3
"demands","for",3
"dementia","and",3
"demo","of",3
"democrats","are",3
"denial","of",3
"denied","the",3
"dentist","and",3
"denver","and",3
"depart","from",3
"department","and",3
"department","store",3
"departure","from",3
"depending","upon",3
"depends","if",3
"depression","but",3
"depth","and",3
"deputy","roberts",3
"derby","s",3
"derek","jeter",3
"describe","your",3
"descriptions","and",3
"deserved","it",3
"design","application",3
"design","but",3
"design","needs",3
"design","that",3
"designer","and",3
"designing","a",3
"designs","and",3
"desire","and",3
"desktop","or",3
"despite","knowing",3
"destroyed","my",3
"detail","on",3
"detail","the",3
"details","but",3
"details","for",3
"details","here",3
"determined","by",3
"determines","the",3
"determining","the",3
"detract","from",3
"detroit","and",3
"develop","into",3
"develop","the",3
"developed","in",3
"developed","with",3
"development","for",3
"development","in",3
"development","is",3
"developments","in",3
"device","to",3
"diagnosed","i",3
"dick","s",3
"did","-",3
"did","”",3
"did","amazing",3
"did","any",3
"did","come",3
"did","eat",3
"did","feel",3
"did","god",3
"did","great",3
"did","however",3
"did","mine",3
"did","no",3
"did","on",3
"did","our",3
"did","seem",3
"did","someone",3
"did","take",3
"did","their",3
"did","today",3
"did","two",3
"did","well",3
"did","yesterday",3
"didn’t","end",3
"didn’t","give",3
"didn’t","let",3
"didn’t","need",3
"didn’t","pick",3
"didn’t","realize",3
"didn’t","result",3
"didn’t","understand",3
"didn’t","you",3
"didnt","say",3
"didnt","tell",3
"die","a",3
"die","hard",3
"die","so",3
"died","by",3
"died","from",3
"diego","to",3
"diet","is",3
"different","groups",3
"different","needs",3
"different","opinion",3
"different","options",3
"different","parts",3
"different","places",3
"different","with",3
"different","world",3
"difficult","as",3
"difficult","one",3
"difficult","than",3
"difficult","the",3
"difficult","times",3
"difficulty","in",3
"difficulty","of",3
"dig","into",3
"dig","it",3
"dig","that",3
"dig","the",3
"digi","release",3
"digital","age",3
"digital","art",3
"ding","ding",3
"dinner","@",3
"dinner","but",3
"dinner","last",3
"dinner","the",3
"dinner","time",3
"dinner","was",3
"dipping","sauce",3
"direct","messages",3
"direction","for",3
"direction","in",3
"direction","is",3
"direction","so",3
"direction","you",3
"directly","at",3
"directly","in",3
"directly","with",3
"director","at",3
"director","is",3
"director","s",3
"director","was",3
"dirty","i",3
"dirty","laundry",3
"dis","bitch",3
"dis","nigga",3
"disagreement","with",3
"disappointed","with",3
"disappointment","and",3
"disaster","i",3
"discard","the",3
"disciples","of",3
"discipline","and",3
"discipline","of",3
"disconnect","between",3
"discounts","for",3
"discovered","it",3
"discovers","that",3
"discuss","how",3
"discussions","and",3
"discussions","on",3
"disease","and",3
"dish","at",3
"dish","for",3
"dish","is",3
"dishes","for",3
"dishes","such",3
"dishes","the",3
"disney","pictures",3
"dispense","with",3
"display","i",3
"display","in",3
"displayed","in",3
"dispose","of",3
"dispute","over",3
"distance","and",3
"distinguish","between",3
"distress","and",3
"distributed","by",3
"district","court",3
"ditto","rt",3
"dive","in",3
"diversity","and",3
"diversity","of",3
"divided","by",3
"divided","into",3
"diving","and",3
"dixie","and",3
"dj","s",3
"dm","for",3
"dm","i",3
"dm","or",3
"dm","u",3
"do","–",3
"do","1",3
"do","actually",3
"do","check",3
"do","differently",3
"do","feel",3
"do","find",3
"do","first",3
"do","go",3
"do","good",3
"do","her",3
"do","hope",3
"do","how",3
"do","keep",3
"do","many",3
"do","okay",3
"do","over",3
"do","pretty",3
"do","remember",3
"do","stuff",3
"do","then",3
"do","tonight",3
"do","try",3
"do","two",3
"do","very",3
"do","while",3
"do","would",3
"doctor","to",3
"doctors","office",3
"document","is",3
"document","the",3
"documentary","film",3
"documents","in",3
"dodged","the",3
"does","an",3
"does","give",3
"does","indeed",3
"does","make",3
"does","some",3
"does","something",3
"does","sometimes",3
"does","work",3
"doesn’t","come",3
"doesn’t","do",3
"doesn’t","even",3
"doesn’t","take",3
"doesn’t","tell",3
"dog","--",3
"dog","just",3
"dog","the",3
"dog","to",3
"dog","with",3
"doin","it",3
"doing","as",3
"doing","here",3
"doing","just",3
"doing","laundry",3
"doing","right",3
"doing","then",3
"doing","these",3
"doing","when",3
"doing","with",3
"doing","wrong",3
"doing","you",3
"doling","out",3
"doll","i",3
"dollar","for",3
"dollars","a",3
"dollars","on",3
"dollars","that",3
"domain","novels",3
"dominion","over",3
"don’t","come",3
"don’t","give",3
"don’t","pay",3
"don’t","realize",3
"don’t","wanna",3
"don’t","waste",3
"don’t","we",3
"donate","to",3
"donation","to",3
"donations","to",3
"done","all",3
"done","any",3
"done","anything",3
"done","been",3
"done","d",3
"done","if",3
"done","much",3
"done","no",3
"done","since",3
"done","we",3
"done","yet",3
"donovan","mcnabb",3
"dont","do",3
"dont","look",3
"dont","love",3
"dont","say",3
"dont","see",3
"dont","talk",3
"dont","u",3
"doomed","to",3
"door","closes",3
"door","he",3
"door","into",3
"door","opens",3
"door","or",3
"door","the",3
"door","when",3
"door","with",3
"doors","on",3
"double","boiler",3
"double","the",3
"doubt","about",3
"doubt","we",3
"doubt","you",3
"doubts","that",3
"doug","collins",3
"dough","and",3
"dough","has",3
"dough","to",3
"down","enough",3
"down","everyone",3
"down","her",3
"down","his",3
"down","i’m",3
"down","is",3
"down","more",3
"down","once",3
"down","our",3
"down","south",3
"down","their",3
"down","they",3
"down","time",3
"down","tomorrow",3
"down","under",3
"down","which",3
"down","while",3
"download","it",3
"downloaded","and",3
"downloaded","it",3
"downplay","the",3
"downtown","for",3
"downtown","i",3
"downtown","seattle",3
"doze","off",3
"dr","and",3
"dr","grant",3
"dr","jekyll",3
"dr","martin",3
"dr","mccollom",3
"draft","of",3
"draft","pick",3
"draft","picks",3
"drag","on",3
"drag","queen",3
"drag","queens",3
"drag","you",3
"drama","and",3
"drama","here",3
"drama","i",3
"drama","series",3
"drank","some",3
"draw","attention",3
"draw","back",3
"drawing","a",3
"drawing","that",3
"drawings","are",3
"draws","you",3
"dream","house",3
"dream","where",3
"dreams","lately",3
"dreams","will",3
"dress","and",3
"dress","at",3
"dress","the",3
"dressed","as",3
"dressed","like",3
"dresses","are",3
"dressing","up",3
"drew","and",3
"drew","me",3
"drew","the",3
"drink","&",3
"drink","but",3
"drink","coffee",3
"drink","more",3
"drink","my",3
"drink","n",3
"drink","or",3
"drink","this",3
"drink","today",3
"drink","water",3
"drinking","game",3
"drinking","tea",3
"drinking","with",3
"drinks","&",3
"drinks","for",3
"drive","around",3
"drive","away",3
"drive","back",3
"drive","faster",3
"drive","for",3
"drive","from",3
"drive","me",3
"drive","through",3
"driver","who",3
"driving","and",3
"driving","around",3
"driving","home",3
"driving","my",3
"drop","by",3
"drop","dead",3
"drop","to",3
"drop","you",3
"dropped","it",3
"drops","of",3
"drove","by",3
"drove","past",3
"drowning","in",3
"drug","dealer",3
"drum","major",3
"drunk","to",3
"dry","i",3
"ducks","and",3
"dude","-",3
"dude","it",3
"dude","s",3
"dude","that",3
"dude","u",3
"due","date",3
"due","up",3
"dug","out",3
"dulcolax®","bisacodyl",3
"dumb","bitch",3
"dumb","enough",3
"dumped","on",3
"duncan","and",3
"during","and",3
"during","each",3
"during","one",3
"during","those",3
"dust","and",3
"dust","in",3
"dust","of",3
"dust","off",3
"duty","to",3
"dwell","in",3
"dying","for",3
"dylan","s",3
"e-mail","from",3
"e","r",3
"each","a",3
"each","area",3
"each","card",3
"each","have",3
"each","individual",3
"each","piece",3
"each","state",3
"each","subsequent",3
"each","team",3
"eamon","says",3
"earlier","at",3
"earlier","flight",3
"earlier","it",3
"early","21st",3
"early","am",3
"early","april",3
"early","christmas",3
"early","flight",3
"early","happy",3
"early","march",3
"early","mornings",3
"early","next",3
"early","september",3
"early","so",3
"early","spring",3
"early","years",3
"earn","your",3
"earned","a",3
"earned","the",3
"ears","i",3
"earth","in",3
"earth","it",3
"earth","s",3
"earth","the",3
"earth","was",3
"earth","with",3
"ease","of",3
"easier","because",3
"easier","if",3
"easier","than",3
"easily","i",3
"easily","the",3
"east","london",3
"easter","day",3
"easter","everyone",3
"easter","sunday",3
"eastern","conference",3
"eastern","european",3
"easy","-",3
"easy","feat",3
"easy","he",3
"easy","i",3
"easy","life",3
"easy","one",3
"easy","task",3
"easy","this",3
"easy","with",3
