"unigram","bigram","trigram","freq"
"does","it","really",2
"does","it","sound",2
"does","make","a",2
"does","mean","that",2
"does","more","than",2
"does","my","mom",2
"does","not","always",2
"does","not","exist",2
"does","not","give",2
"does","not","matter",2
"does","not","reward",2
"does","not","see",2
"does","not","simply",2
"does","not","sit",2
"does","open","up",2
"does","she","do",2
"does","she","have",2
"does","that","happen",2
"does","that","sound",2
"does","that","work",2
"does","the","dishes",2
"does","with","a",2
"doesn","t","believe",2
"doesn","t","care",2
"doesn","t","cause",2
"doesn","t","end",2
"doesn","t","equal",2
"doesn","t","equate",2
"doesn","t","fall",2
"doesn","t","guarantee",2
"doesn","t","hate",2
"doesn","t","he",2
"doesn","t","include",2
"doesn","t","rain",2
"doesn","t","share",2
"doesn","t","show",2
"doesn","t","sleep",2
"doesn","t","taste",2
"doesn","t","the",2
"doesn’t","do","anything",2
"doesn’t","go","to",2
"doesn’t","know","what",2
"doesn’t","make","me",2
"doesn’t","matter","to",2
"doesn’t","mean","i",2
"doesn’t","mean","i’m",2
"doesn’t","take","much",2
"doesn’t","tell","us",2
"doesnt","seem","like",2
"dog","learning","new",2
"dogg","juiced","up",2
"dogs","name","is",2
"dogs","under","the",2
"doing","a","bit",2
"doing","a","good",2
"doing","a","little",2
"doing","a","lot",2
"doing","a","project",2
"doing","all","of",2
"doing","all","this",2
"doing","better","in",2
"doing","during","this",2
"doing","for","the",2
"doing","his","thing",2
"doing","it","again",2
"doing","it","right",2
"doing","it","s",2
"doing","it","so",2
"doing","it","to",2
"doing","it","was",2
"doing","nothing","productive",2
"doing","on","my",2
"doing","on","sept",2
"doing","research","for",2
"doing","so","they",2
"doing","some","great",2
"doing","something","wrong",2
"doing","that","ever",2
"doing","that","in",2
"doing","that","to",2
"doing","the","dishes",2
"doing","the","most",2
"doing","the","right",2
"doing","their","best",2
"doing","their","jobs",2
"doing","then","i",2
"doing","this","i",2
"doing","this","is",2
"doing","this","thing",2
"doing","this","we",2
"doing","weird","things",2
"doing","well","i",2
"doing","what","she",2
"doing","when","i",2
"doing","your","hair",2
"doing","your","thing",2
"dollar","for","every",2
"dollars","a","year",2
"dollars","in","the",2
"dollars","to","create",2
"dollop","of","whipped",2
"dominion","over","creation",2
"don","t","4get",2
"don","t","act",2
"don","t","all",2
"don","t","already",2
"don","t","apologize",2
"don","t","blow",2
"don","t","breathe",2
"don","t","buy",2
"don","t","compare",2
"don","t","confuse",2
"don","t","count",2
"don","t","disrespect",2
"don","t","doubt",2
"don","t","drive",2
"don","t","enjoy",2
"don","t","fail",2
"don","t","fret",2
"don","t","hang",2
"don","t","ignore",2
"don","t","keep",2
"don","t","lie",2
"don","t","limit",2
"don","t","meet",2
"don","t","mess",2
"don","t","mix",2
"don","t","necessarily",2
"don","t","open",2
"don","t","owe",2
"don","t","pass",2
"don","t","pretend",2
"don","t","realize",2
"don","t","recall",2
"don","t","require",2
"don","t","seem",2
"don","t","sell",2
"don","t","serve",2
"don","t","share",2
"don","t","show",2
"don","t","smoke",2
"don","t","speak",2
"don","t","spend",2
"don","t","succeed",2
"don","t","tempt",2
"don","t","text",2
"don","t","treat",2
"don","t","u",2
"don","t","value",2
"don’t","always","get",2
"don’t","always","have",2
"don’t","be","fooled",2
"don’t","believe","that",2
"don’t","believe","the",2
"don’t","care","about",2
"don’t","even","know",2
"don’t","fit","into",2
"don’t","get","that",2
"don’t","have","access",2
"don’t","have","that",2
"don’t","have","this",2
"don’t","know","anything",2
"don’t","know","me",2
"don’t","let","go",2
"don’t","make","me",2
"don’t","mean","to",2
"don’t","mind","a",2
"don’t","really","have",2
"don’t","really","know",2
"don’t","see","a",2
"don’t","see","it",2
"don’t","see","the",2
"don’t","tell","me",2
"don’t","think","anyone",2
"don’t","think","i’d",2
"don’t","think","my",2
"don’t","think","so",2
"don’t","think","there",2
"don’t","understand","what",2
"don’t","want","the",2
"don’t","wish","to",2
"don’t","worry","about",2
"don’t","write","to",2
"don’t","yet","know",2
"don’t","you","just",2
"done","a","few",2
"done","a","lot",2
"done","and","done",2
"done","as","i",2
"done","because","he",2
"done","i","ll",2
"done","i","m",2
"done","i","want",2
"done","i","was",2
"done","it","in",2
"done","it","once",2
"done","it","she",2
"done","more","to",2
"done","on","the",2
"done","some","of",2
"done","that","i",2
"done","that","in",2
"done","the","same",2
"done","to","a",2
"done","to","get",2
"done","to","you",2
"done","trying","to",2
"done","when","you",2
"done","wit","my",2
"done","with","all",2
"done","with","college",2
"done","with","school",2
"done","with","this",2
"dont","act","like",2
"dont","care","about",2
"dont","do","it",2
"dont","get","them",2
"dont","know","if",2
"dont","know","the",2
"dont","know","you",2
"dont","know","your",2
"dont","let","it",2
"dont","like","him",2
"dont","like","my",2
"dont","make","me",2
"dont","see","any",2
"dont","talk","shit",2
"dont","tell","me",2
"dont","think","im",2
"dont","want","you",2
"donuts","for","a",2
"door","of","her",2
"door","open","and",2
"door","opens","but",2
"doors","for","the",2
"double","entry","accounting",2
"double","up","on",2
"doubled","in","size",2
"doubled","the","number",2
"doubt","about","it",2
"doubt","in","the",2
"doubt","one","of",2
"doubt","that","it",2
"doubt","that","there",2
"doubt","we","will",2
"doubt","you","ll",2
"dough","for","a",2
"dough","from","the",2
"down","2","more",2
"down","a","hill",2
"down","after","all",2
"down","again","for",2
"down","and","it",2
"down","and","that",2
"down","and","visit",2
"down","at","his",2
"down","for","me",2
"down","from","heaven",2
"down","from","me",2
"down","i","just",2
"down","i","know",2
"down","in","front",2
"down","in","order",2
"down","like","a",2
"down","more","than",2
"down","on","a",2
"down","on","friday",2
"down","on","me",2
"down","on","paper",2
"down","on","their",2
"down","on","them",2
"down","on","this",2
"down","on","us",2
"down","our","throats",2
"down","some","of",2
"down","the","aisles",2
"down","the","days",2
"down","the","highway",2
"down","the","list",2
"down","the","names",2
"down","the","stairs",2
"down","the","stretch",2
"down","the","walls",2
"down","through","the",2
"down","to","about",2
"down","to","and",2
"down","to","eating",2
"down","to","it",2
"down","to","me",2
"down","to","one",2
"down","to","see",2
"down","to","watch",2
"down","to","your",2
"down","when","people",2
"down","with","a",2
"down","your","throat",2
"downer","on","my",2
"downtown","san","diego",2
"downtown","seattle","is",2
"dr","seuss","books",2
"dr","told","me",2
"draft","of","the",2
"drag","queen","i",2
"drag","you","down",2
"dragged","into","the",2
"drama","--want","to",2
"drama","series","that",2
"draper","fisher","jurvetson",2
"draw","you","in",2
"drawn","into","the",2
"draws","to","a",2
"dream","about","you",2
"dream","comes","true",2
"dream","of","a",2
"dream","of","either",2
"dream","of","electric",2
"dream","of","having",2
"dream","that","i",2
"dream","that","is",2
"dream","where","i",2
"dreamed","of","the",2
"dreams","do","come",2
"dreams","i","am",2
"dress","that","i",2
"dressed","in","a",2
"dressed","in","black",2
"dressed","up","as",2
"dressed","up","to",2
"dressing","up","for",2
"drew","barrymore","is",2
"drink","&","food",2
"drink","at","the",2
"drink","coffee","and",2
"drink","every","time",2
"drink","for","just",2
"drink","i","m",2
"drink","of","the",2
"drink","specials","all",2
"drinking","lots","of",2
"drinking","out","of",2
"drinks","and","food",2
"drinks","with","the",2
"drive","all","the",2
"drive","an","hour",2
"drive","back","to",2
"drive","in","the",2
"drive","me","to",2
"drive","out","of",2
"drive","out","the",2
"drive","to","work",2
"drive","up","the",2
"driving","an","hour",2
"driving","force","of",2
"driving","in","the",2
"driving","to","see",2
"driving","to","the",2
"drone","of","the",2
"drop","a","line",2
"drop","dead","diva",2
"drop","her","off",2
"drop","in","the",2
"drop","it","off",2
"drop","on","by",2
"drops","of","water",2
"drove","along","the",2
"drove","past","a",2
"drowned","in","the",2
"drugs","at","the",2
"drunk","dude","you",2
"dude","at","the",2
"dude","i","d",2
"dude","i","feel",2
"dude","it","s",2
"dude","with","cornrolls",2
"due","to","an",2
"due","to","being",2
"due","to","changes",2
"due","to","their",2
"due","to","them",2
"due","up","for",2
"duggar","family","on",2
"duration","of","my",2
"during","difficult","times",2
"during","his","2008",2
"during","his","first",2
"during","his","time",2
"during","lunch","break",2
"during","my","lunch",2
"during","non-olympic","years",2
"during","our","stay",2
"during","our","trip",2
"during","the","civil",2
"during","the","cold",2
"during","the","cooler",2
"during","the","early",2
"during","the","evenings",2
"during","the","filming",2
"during","the","next",2
"during","the","night",2
"during","the","recession",2
"during","the","regular",2
"during","the","same",2
"during","the","second",2
"during","the","show",2
"during","the","six",2
"during","the","winter",2
"during","which","the",2
"during","world","war",2
"dust","of","everyday",2
"dust","off","the",2
"dutch","/","afrikaner",2
"dutch","society","of",2
"dwellers","of","the",2
"dwelt","another","thorkel",2
"dwight","d","eisenhower",2
"dying","alone","and",2
"dying","to","know",2
"dylan","s","candy",2
"dynamic","ip","pptp/l2tp/sstp",2
"dynamic","that","can",2
"e-mail","from","a",2
"e-mail","us","at",2
"e","a","man",2
"e","and","i",2
"e","b","dubois",2
"e","g","a",2
"e","g","i",2
"e6150","doesn","t",2
"each","baby","carriage",2
"each","day","after",2
"each","day","and",2
"each","day","i",2
"each","day","there",2
"each","day","to",2
"each","morning","i",2
"each","of","their",2
"each","of","these",2
"each","one","is",2
"each","other","a",2
"each","other","again",2
"each","other","but",2
"each","other","he",2
"each","other","hetero",2
"each","other","if",2
"each","other","lol",2
"each","other","more",2
"each","other","on",2
"each","other","they",2
"each","other","to",2
"each","other","today",2
"each","state","has",2
"each","time","i",2
"each","time","we",2
"each","week","i",2
"each","year","and",2
"each","year","in",2
"each","year","that",2
"each","year","the",2
"eager","to","see",2
"ear","to","ear",2
"ear","to","the",2
"earlier","it","was",2
"earlier","that","day",2
"earlier","this","evening",2
"earlier","today","i",2
"early","90","s",2
"early","bird","gets",2
"early","bird","special",2
"early","days","of",2
"early","flight","out",2
"early","for","some",2
"early","happy","birthday",2
"early","morning","light",2
"early","part","of",2
"early","stage","of",2
"early","to","be",2
"early","to","start",2
"early","tomorrow","morning",2
"earned","a","reputation",2
"ears","he","has",2
"ears","i","would",2
"ears","thank","you",2
"earth","is","a",2
"earth","is","the",2
"earth","it","is",2
"earth","that","is",2
"easier","because","you",2
"easier","for","me",2
"easier","for","the",2
"easier","if","i",2
"easier","to","drink",2
"easier","to","enjoy",2
"easier","to","find",2
"easier","to","get",2
"easier","to","handle",2
"easier","to","read",2
"easier","to","use",2
"easily","could","have",2
"east","and","west",2
"east","asia","has",2
"east","coast","i",2
"east","of","the",2
"east","side","of",2
"east","to","the",2
"easter","egg","hunt",2
"easter","egg","roll",2
"easy","and","you",2
"easy","as","i",2
"easy","enough","for",2
"easy","for","people",2
"easy","for","the",2
"easy","he","s",2
"easy","it","is",2
"easy","to","be",2
"easy","to","please",2
"eat","a","lot",2
"eat","drink","or",2
"eat","for","a",2
"eat","him","and",2
"eat","in","the",2
"eat","it","shit",2
"eat","it","too",2
"eat","my","own",2
"eat","the","last",2
"eaten","by","some",2
"eating","peanut","butter",2
"eating","some","delicious",2
"eby","was","1st",2
"ecb","rates","are",2
"economic","and","social",2
"economist","at","the",2
"economy","on","the",2
"economy","that","will",2
"edenton","peanut","company",2
"edge","it","was",2
"edge","of","my",2
"editions","of","4+2ap",2
"education","if","homeschoolers",2
"education","program","at",2
"educational","system","that",2
"effect","is","not",2
"effect","on","the",2
"effect","this","has",2
"effective","use","of",2
"effective","way","to",2
"effects","of","fdi",2
"effects","of","food",2
"effort","to","maintain",2
"egg","on","the",2
"eggs","milk","and",2
"ego","of","the",2
"eight","feet","of",2
"eight","hours","of",2
"either","as","a",2
"either","i","m",2
"either","if","you",2
"either","of","those",2
"either","so","i",2
"either","that","or",2
"either","then","or",2
"either","today","or",2
"elementary","school","we",2
"elements","that","are",2
"elevator","culture","in",2
"eleven","years","ago",2
"eli","is","now",2
"eligible","to","be",2
"elijah","is","drinking",2
"elly","and","her",2
"else","and","i",2
"else","are","you",2
"else","do","you",2
"else","don","t",2
"else","feel","like",2
"else","going","on",2
"else","had","to",2
"else","i","d",2
"else","is","new",2
"else","is","sleeping",2
"else","to","be",2
"else","will","i",2
"else","would","he",2
"else","would","i",2
"elsewhere","on","the",2
"em","next","time",2
"em","who","s",2
"email","and","we",2
"email","as","the",2
"email","get","the",2
"email","me","for",2
"email","or","give",2
"email","telling","me",2
"email","that","i",2
"email","you","some",2
"emailed","you","a",2
"emancipation","a","war",2
"embarrassed","to","be",2
